publication_year,category,type,count
1981,Constraint Satisfaction and Optimization,primary_topic,1
1981,Consumer Market Behavior and Pricing,primary_topic,3
1981,Contemporary Sociological Theory and Practice,primary_topic,1
1981,Control and Systems Engineering,subfield,10
1981,Corporate Finance and Governance,primary_topic,4
1981,Corporate Governance and Management,primary_topic,4
1981,Corporate Management and Leadership,primary_topic,1
1981,Creativity in Education and Neuroscience,primary_topic,3
1981,Crime Patterns and Interventions,primary_topic,2
1981,Cultural Differences and Values,primary_topic,1
1981,Cultural Studies,subfield,3
1981,Customer Service Quality and Loyalty,primary_topic,1
1981,Data Visualization and Analytics,primary_topic,5
1981,Deception detection and forensic psychology,primary_topic,1
1981,Decision Sciences,field,154
1981,Decision-Making and Behavioral Economics,primary_topic,61
1981,Delphi Technique in Research,primary_topic,1
1981,Design Education and Practice,primary_topic,10
1981,Developmental and Educational Psychology,subfield,83
1981,Digital Economy and Work Transformation,primary_topic,1
1981,Digital Platforms and Economics,primary_topic,1
1981,Diverse Approaches in Healthcare and Education Studies,primary_topic,1
1981,Earth and Planetary Sciences,field,3
1981,Ecology,subfield,2
1981,Ecology and biodiversity studies,primary_topic,1
1981,"Ecology, Evolution, Behavior and Systematics",subfield,4
1981,Economic Growth and Development,primary_topic,1
1981,Economic Growth and Productivity,primary_topic,3
1981,Economic Theory and Institutions,primary_topic,19
1981,Economic Theory and Policy,primary_topic,3
1981,Economic and Environmental Valuation,primary_topic,6
1981,Economic theories and models,primary_topic,6
1981,Economics and Econometrics,subfield,68
1981,"Economics, Econometrics and Finance",field,78
1981,Education,subfield,18
1981,Education Systems and Policy,primary_topic,4
1981,Education and Critical Thinking Development,primary_topic,3
1981,"Education, Achievement, and Giftedness",primary_topic,3
1981,Educational Assessment and Pedagogy,primary_topic,1
1981,Educational Games and Gamification,primary_topic,6
1981,Educational Strategies and Epistemologies,primary_topic,1
1981,Educational and Psychological Assessments,primary_topic,11
1981,Effects of Radiation Exposure,primary_topic,1
1981,Efficiency Analysis Using DEA,primary_topic,2
1981,Electoral Systems and Political Participation,primary_topic,9
1981,Electrical and Electronic Engineering,subfield,2
1981,Embodied and Extended Cognition,primary_topic,4
1981,Emergency Medical Services,subfield,1
1981,Emotions and Moral Behavior,primary_topic,1
1981,Engineering,field,40
1981,Environmental Education and Sustainability,primary_topic,1
1981,Environmental Engineering,subfield,5
1981,Environmental Science,field,13
1981,Environmental and Social Impact Assessments,primary_topic,1
1981,Epidemiology,subfield,1
1981,"Epistemology, Ethics, and Metaphysics",primary_topic,14
1981,Evaluation and Performance Assessment,primary_topic,12
1981,Evolution and Genetic Dynamics,primary_topic,1
1981,Evolution and Paleontology Studies,primary_topic,1
1981,Evolution and Science Education,primary_topic,1
1981,Evolutionary Algorithms and Applications,primary_topic,1
1981,Evolutionary Game Theory and Cooperation,primary_topic,3
1981,Evolutionary Psychology and Human Behavior,primary_topic,1
1981,Experimental Behavioral Economics Studies,primary_topic,1
1981,Experimental and Cognitive Psychology,subfield,84
1981,Facility Location and Emergency Management,primary_topic,1
1981,Family Practice,subfield,20
1981,Finance,subfield,6
1981,Firm Innovation and Growth,primary_topic,5
1981,Fiscal Policies and Political Economy,primary_topic,2
1981,Fiscal Policy and Economic Growth,primary_topic,5
1981,Flexible and Reconfigurable Manufacturing Systems,primary_topic,2
1981,"Folklore, Mythology, and Literature Studies",primary_topic,1
1981,Food Science,subfield,2
1981,Forecasting Techniques and Applications,primary_topic,2
1981,Functional Equations Stability Results,primary_topic,2
1981,Game Theory and Applications,primary_topic,4
1981,Gender Diversity and Inequality,primary_topic,1
1981,Gender Roles and Identity Studies,primary_topic,1
1981,Gender Studies,subfield,3
1981,"Gender, Labor, and Family Dynamics",primary_topic,1
1981,General Agricultural and Biological Sciences,subfield,4
1981,General Decision Sciences,subfield,61
1981,"General Economics, Econometrics and Finance",subfield,4
1981,General Health Professions,subfield,4
1981,General Psychology,subfield,8
1981,Genetic diversity and population structure,primary_topic,1
1981,Genetics,subfield,2
1981,"Genetics, Aging, and Longevity in Model Organisms",primary_topic,1
1981,Geriatrics and Gerontology,subfield,1
1981,Global Financial Crisis and Policies,primary_topic,1
1981,Global Peace and Security Dynamics,primary_topic,2
1981,Global and Planetary Change,subfield,2
1981,Global trade and economics,primary_topic,1
1981,Groundwater and Watershed Analysis,primary_topic,4
1981,Health Professions,field,6
1981,Health Sciences,domain,35
1981,"Health Systems, Economic Evaluations, Quality of Life",primary_topic,2
1981,Health and Medical Research Impacts,primary_topic,1
1981,Healthcare Education and Workforce Issues,primary_topic,1
1981,Healthcare Operations and Scheduling Optimization,primary_topic,1
1981,Hearing Impairment and Communication,primary_topic,2
1981,Higher Education Governance and Development,primary_topic,1
1981,Higher Education Research Studies,primary_topic,2
1981,Historical Astronomy and Related Studies,primary_topic,3
1981,Historical and Literary Studies,primary_topic,1
1981,History and Philosophy of Science,subfield,37
1981,History and Theory of Mathematics,primary_topic,2
1981,Housing Market and Economics,primary_topic,2
1981,Human Resource Development and Performance Evaluation,primary_topic,3
1981,Human-Automation Interaction and Safety,primary_topic,1
1981,Human-Computer Interaction,subfield,1
1981,Image Retrieval and Classification Techniques,primary_topic,1
1981,Image and Object Detection Techniques,primary_topic,1
1981,Industrial and Manufacturing Engineering,subfield,7
1981,Information Systems,subfield,11
1981,Information Systems Theories and Implementation,primary_topic,2
1981,Information Systems and Management,subfield,16
1981,Information Technology Governance and Strategy,primary_topic,7
1981,Innovation and Knowledge Management,primary_topic,5
1981,Innovative Teaching and Learning Methods,primary_topic,3
1981,Insurance and Financial Risk Management,primary_topic,2
1981,Intelligent Tutoring Systems and Adaptive Learning,primary_topic,4
1981,International Relations and Foreign Policy,primary_topic,1
1981,Italy: Economic History and Contemporary Issues,primary_topic,1
1981,Job Satisfaction and Organizational Behavior,primary_topic,5
1981,Jury Decision Making Processes,primary_topic,3
1981,Labor Movements and Unions,primary_topic,2
1981,Land Use and Ecosystem Services,primary_topic,2
1981,Language Development and Disorders,primary_topic,1
1981,Language and Linguistics,subfield,1
1981,Language and cultural evolution,primary_topic,3
1981,"Language, Metaphor, and Cognition",primary_topic,5
1981,Law,subfield,3
1981,"Law, Economics, and Judicial Systems",primary_topic,6
1981,Leadership and Management,subfield,1
1981,Learning Styles and Cognitive Differences,primary_topic,2
1981,Life Sciences,domain,64
1981,Literature and Literary Theory,subfield,1
1981,"Logic, Reasoning, and Knowledge",primary_topic,15
1981,"Logic, programming, and type systems",primary_topic,3
1981,Management Information Systems,subfield,27
1981,Management Science and Operations Research,subfield,73
1981,Management Theory and Practice,primary_topic,4
1981,Management and Organizational Studies,primary_topic,4
1981,"Management, Monitoring, Policy and Law",subfield,4
1981,Manufacturing Process and Optimization,primary_topic,1
1981,Marine Invertebrate Physiology and Ecology,primary_topic,1
1981,Marketing,subfield,4
1981,Markov Chains and Monte Carlo Methods,primary_topic,2
1981,Mathematical Dynamics and Fractals,primary_topic,1
1981,Mathematical Physics,subfield,2
1981,Mathematical and Theoretical Epidemiology and Ecology Models,primary_topic,2
1981,Mathematics,field,23
1981,Mathematics Education and Teaching Techniques,primary_topic,2
1981,Mechanical Engineering,subfield,10
1981,Medicine,field,28
1981,Memory Processes and Influences,primary_topic,8
1981,Memory and Neural Mechanisms,primary_topic,5
1981,Mental Health Research Topics,primary_topic,2
1981,Mental Health and Psychiatry,primary_topic,8
1981,Merger and Competition Analysis,primary_topic,1
1981,Migration and Labor Dynamics,primary_topic,1
1981,Model-Driven Software Engineering Techniques,primary_topic,1
1981,Molecular Biology,subfield,4
1981,Motor Control and Adaptation,primary_topic,3
1981,Multi-Agent Systems and Negotiation,primary_topic,3
1981,Multi-Criteria Decision Making,primary_topic,3
1981,Multimedia Communication and Technology,primary_topic,1
1981,Music Technology and Sound Studies,primary_topic,1
1981,Music and Audio Processing,primary_topic,4
1981,Natural Language Processing Techniques,primary_topic,2
1981,Neural Networks and Applications,primary_topic,1
1981,Neural dynamics and brain function,primary_topic,2
1981,Neuroscience,field,46
1981,Neuroscience and Music Perception,primary_topic,8
1981,"Neuroscience, Education and Cognitive Function",primary_topic,2
1981,New Zealand Economic and Social Studies,primary_topic,1
1981,Nursing,field,1
1981,Nutrition and Health in Aging,primary_topic,1
1981,Occupational and Professional Licensing Regulation,primary_topic,2
1981,Ocean Engineering,subfield,2
1981,Opinion Dynamics and Social Influence,primary_topic,7
1981,Optimization and Mathematical Programming,primary_topic,7
1981,Optimization and Packing Problems,primary_topic,1
1981,Optimization and Search Problems,primary_topic,2
1981,Organizational Behavior and Human Resource Management,subfield,16
1981,Origins and Evolution of Life,primary_topic,2
1981,Outsourcing and Supply Chain Management,primary_topic,2
1981,Paleontology,subfield,3
1981,Paranormal Experiences and Beliefs,primary_topic,1
1981,Personal Information Management and User Behavior,primary_topic,1
1981,Petri Nets in System Modeling,primary_topic,1
1981,Pharmaceutical Practices and Patient Outcomes,primary_topic,1
1981,Philosophy,subfield,25
1981,Philosophy and History of Science,primary_topic,36
1981,Philosophy and Theoretical Science,primary_topic,13
1981,Phonetics and Phonology Research,primary_topic,1
1981,Physical Sciences,domain,230
1981,Physics and Astronomy,field,13
1981,Physiology,subfield,1
1981,Plant Science,subfield,1
1981,Plant and animal studies,primary_topic,2
1981,Political Philosophy and Ethics,primary_topic,2
1981,Political Science Research and Education,primary_topic,2
1981,Political Science and International Relations,subfield,21
1981,Primate Behavior and Ecology,primary_topic,1
1981,Probability and Statistical Research,primary_topic,3
1981,Problem Solving Skills Development,primary_topic,1
1981,Psychological and Educational Research Studies,primary_topic,3
1981,Psychology,field,202
1981,Psychology of Social Influence,primary_topic,2
1981,Public Administration,subfield,11
1981,Public Administration and Political Analysis,primary_topic,1
1981,"Public Health, Environmental and Occupational Health",subfield,4
1981,Public Policy and Administration Research,primary_topic,9
1981,Qualitative Comparative Analysis Research,primary_topic,1
1981,Quality and Supply Management,primary_topic,1
1981,"Radiology, Nuclear Medicine and Imaging",subfield,1
1981,Reading and Literacy Development,primary_topic,8
1981,Regional Economics and Spatial Analysis,primary_topic,1
1981,Reservoir Engineering and Simulation Methods,primary_topic,2
1981,Risk Management in Financial Firms,primary_topic,1
1981,Risk Perception and Management,primary_topic,1
1981,Risk and Safety Analysis,primary_topic,2
1981,Robotics and Automated Systems,primary_topic,2
1981,Rural development and sustainability,primary_topic,3
1981,Russia and Soviet political economy,primary_topic,2
1981,Safety Research,subfield,2
1981,"Safety, Risk, Reliability and Quality",subfield,1
1981,Scheduling and Optimization Algorithms,primary_topic,3
1981,Science Education and Pedagogy,primary_topic,4
1981,Semantic Web and Ontologies,primary_topic,1
1981,Sensory Analysis and Statistical Methods,primary_topic,2
1981,Service and Product Innovation,primary_topic,1
1981,Signal Processing,subfield,5
1981,Simulation Techniques and Applications,primary_topic,3
